294.4,-523.9,162.3,1.523965215911791,0.2984168974310792,0.4230530643005403
298.3,-457.5,162.3,1.496714983513604,0.3775932202364981,0.6152060176180294
430.6,-508.8,162.3,1.5107868446690034,-0.08819091693090167,0.12796643135944089
529.1,-376.4,162.3,1.498409827573298,-0.21756564054443112,0.24839981997878627
525.5,-358.5,165.8,1.441320919360697,-0.4689686490397726,-0.05026364869233488
435.9,-499.1,165.8,1.1143894863600918,-0.4023481810593758,0.0692102862689032
391.4,-499.1,165.8,1.0795273167528168,0.1104260948787674,-0.24805761858674433
391.4,-581.7,205.1,1.1939541306711141,0.1262839252660123,-0.2432993993976297
291.3,-378.5,144.6,1.2176073505046197,0.07454256470973747,0.15870832715484334
351.9,-594.7,280.0,1.2077306246811048,0.20976863209468516,0.35201380197839605
352.0,-433.6,171.1,1.5381814197797579,-0.1342752562873402,0.5213119889708788
484.7,-411.1,166.4,1.4939984138181497,0.14446871838207456,-0.16037063314331798
484.7,-356.9,170.0,1.5010506948366564,0.00366252830269543,-0.027049963322338874
513.7,-450.5,170.1,1.490838820552409,-0.21776092108985928,-0.26423976309610836
513.7,-464.7,212.8,1.5401382247744382,-0.3967594818399819,-0.09375902700235444
426.3,-464.7,212.7,1.7322228110923084,0.23415910411802032,-0.13548750640413915
444.0,-480.3,234.9,1.4625052099797942,0.0891494907168551,0.22803041436319352
444.1,-546.1,165.8,1.3160538648573852,-0.10070475767572379,-0.05021565502768466
360.6,-531.1,233.5,1.290561986265486,0.13676875818742038,-0.10793314564311333
583.7,-307.4,121.4,1.2929732955937971,-0.04112591754858198,0.026353784993980008
