486.28,-517.86,390.33,2.5255,-0.5833,-0.9988
449.12,-487.68,294.24,2.7378,-0.7324,-0.8188
444.19,-479.04,289.23,1.7218,-0.2087,2.4501
428.95,-452.42,273.70,0.6555,-1.9342,2.2148
533.07,-311.86,203.49,1.6201,1.0234,-0.9809
451.49,-288.24,172.49,-0.7636,1.0317,0.7457
456.34,-398.63,212.35,-1.4974,-2.1026,0.6706
326.65,-357.03,219.05,0.6539,-0.2260,0.8571
569.11,-435.88,261.15,0.2525,-1.5340,-0.4945
479.15,-455.49,255.19,0.5546,-0.8251,1.1167
