-0.015895843505859375,-90.01589584350586,89.98410415649414,-0.015895843505859375,-0.015895843505859375,-0.015895843505859375,
-0.0518803596496582,-90.05188035964966,89.94811964035034,-0.0518803596496582,-0.0518803596496582,-0.0518803596496582,
-0.08858370780944824,-90.08858370780945,89.91141629219055,-0.08858370780944824,-0.08858370780944824,-0.08858370780944824,
-0.12390518188476562,-90.12390518188477,89.87609481811523,-0.12390518188476562,-0.12390518188476562,-0.12390518188476562,
-0.15944123268127441,-90.15944123268127,89.84055876731873,-0.15944123268127441,-0.15944123268127441,-0.15944123268127441,
-0.19557809829711914,-90.19557809829712,89.80442190170288,-0.19557809829711914,-0.19557809829711914,-0.19557809829711914,
-0.2313544750213623,-90.23135447502136,89.76864552497864,-0.2313544750213623,-0.2313544750213623,-0.2313544750213623,
-0.26720595359802246,-90.26720595359802,89.73279404640198,-0.26720595359802246,-0.26720595359802246,-0.26720595359802246,
-0.30403804779052734,-90.30403804779053,89.69596195220947,-0.30403804779052734,-0.30403804779052734,-0.30403804779052734,
-0.3450050354003906,-90.34500503540039,89.65499496459961,-0.3450050354003906,-0.3450050354003906,-0.3450050354003906,
-0.37564873695373535,-90.37564873695374,89.62435126304626,-0.37564873695373535,-0.37564873695373535,-0.37564873695373535,
-0.4132575988769531,-90.41325759887695,89.58674240112305,-0.4132575988769531,-0.4132575988769531,-0.4132575988769531,
-0.44936656951904297,-90.44936656951904,89.55063343048096,-0.44936656951904297,-0.44936656951904297,-0.44936656951904297,
-0.48448848724365234,-90.48448848724365,89.51551151275635,-0.48448848724365234,-0.48448848724365234,-0.48448848724365234,
-0.5224964618682861,-90.52249646186829,89.47750353813171,-0.5224964618682861,-0.5224964618682861,-0.5224964618682861,
-0.5587406158447266,-90.55874061584473,89.44125938415527,-0.5587406158447266,-0.5587406158447266,-0.5587406158447266,
-0.5950276851654053,-90.5950276851654,89.4049723148346,-0.5950276851654053,-0.5950276851654053,-0.5950276851654053,
-0.62841796875,-90.62841796875,89.37158203125,-0.62841796875,-0.62841796875,-0.62841796875,
-0.6683099269866943,-90.6683099269867,89.3316900730133,-0.6683099269866943,-0.6683099269866943,-0.6683099269866943,
-0.7008869647979736,-90.70088696479797,89.29911303520203,-0.7008869647979736,-0.7008869647979736,-0.7008869647979736,
-0.7388284206390381,-90.73882842063904,89.26117157936096,-0.7388284206390381,-0.7388284206390381,-0.7388284206390381,
-0.7710750102996826,-90.77107501029968,89.22892498970032,-0.7710750102996826,-0.7710750102996826,-0.7710750102996826,
-0.8070166110992432,-90.80701661109924,89.19298338890076,-0.8070166110992432,-0.8070166110992432,-0.8070166110992432,
-0.8469557762145996,-90.8469557762146,89.1530442237854,-0.8469557762145996,-0.8469557762145996,-0.8469557762145996,
-0.8814640045166016,-90.8814640045166,89.1185359954834,-0.8814640045166016,-0.8814640045166016,-0.8814640045166016,
-0.9165236949920654,-90.91652369499207,89.08347630500793,-0.9165236949920654,-0.9165236949920654,-0.9165236949920654,
-0.9507937431335449,-90.95079374313354,89.04920625686646,-0.9507937431335449,-0.9507937431335449,-0.9507937431335449,
-0.9891729354858398,-90.98917293548584,89.01082706451416,-0.9891729354858398,-0.9891729354858398,-0.9891729354858398,
-1.0235180854797363,-91.02351808547974,88.97648191452026,-1.0235180854797363,-1.0235180854797363,-1.0235180854797363,
-1.0623071193695068,-91.0623071193695,88.9376928806305,-1.0623071193695068,-1.0623071193695068,-1.0623071193695068,
-1.0959162712097168,-91.09591627120972,88.90408372879028,-1.0959162712097168,-1.0959162712097168,-1.0959162712097168,
-1.1308557987213135,-91.13085579872131,88.86914420127869,-1.1308557987213135,-1.1308557987213135,-1.1308557987213135,
-1.170342206954956,-91.17034220695496,88.82965779304504,-1.170342206954956,-1.170342206954956,-1.170342206954956,
-1.2066142559051514,-91.20661425590515,88.79338574409485,-1.2066142559051514,-1.2066142559051514,-1.2066142559051514,
-1.2393951416015625,-91.23939514160156,88.76060485839844,-1.2393951416015625,-1.2393951416015625,-1.2393951416015625,
-1.2744741439819336,-91.27447414398193,88.72552585601807,-1.2744741439819336,-1.2744741439819336,-1.2744741439819336,
-1.3127245903015137,-91.31272459030151,88.68727540969849,-1.3127245903015137,-1.3127245903015137,-1.3127245903015137,
-1.3474087715148926,-91.34740877151489,88.65259122848511,-1.3474087715148926,-1.3474087715148926,-1.3474087715148926,
