0.0,-89.999954225,90.0,5.8161e-05,-5.9255e-05,-0.000186257,
0.0,-90.000045775,89.99994507,0.0,0.0,9.3852e-05,
0.0,-89.999954225,90.0,0.0,5.9255e-05,9.2404e-05,
0.0,-90.0,89.99994507,0.0,-5.9255e-05,1.448e-06,
-0.00010986,-90.000595092,89.99989014,5.8161e-05,-5.9255e-05,-9.2404e-05,
-0.00142822,-90.003845217,89.99884644,0.0,-0.00011851,9.6748e-05,
-0.00472412,-90.015380858,89.99609985,0.0,-0.00035554,-8.5166e-05,
-0.01268921,-90.034698483,89.98961792,-5.8161e-05,-0.000533304,-0.000174675,
-0.02438965,-90.046737675,89.9774231,-0.004827526,-0.001125875,-0.000535623,
-0.03548584,-90.047882083,89.96621704,-0.006456081,-0.002785065,-0.001245919,
-0.04460449,-90.047607425,89.95149536,-0.011632585,-0.004918304,-0.001850782,
-0.05196533,-90.050537108,89.94111328,-0.023672308,-0.008295928,-0.002519112,
-0.05839233,-90.05781555,89.93215942,-0.039376292,-0.012266122,-0.003736076,
-0.06602783,-90.068481442,89.92155762,-0.051008876,-0.016828886,-0.005689415,
-0.07608032,-90.079879758,89.91156006,-0.063804716,-0.024295214,-0.008885777,
-0.0885498,-90.091506958,89.8993103,-0.079915839,-0.047109013,-0.015742933,
-0.10151367,-90.103271483,89.88848877,-0.093351473,-0.08307779,-0.029880931,
-0.11381836,-90.11380005,89.87788696,-0.105682013,-0.099254851,-0.052949423,
-0.12502441,-90.122680667,89.86723022,-0.120804374,-0.117387377,-0.075031584,
-0.13529663,-90.132659908,89.85695801,-0.133542053,-0.133979233,-0.097151404,
-0.14578857,-90.145248417,89.84542236,-0.144941982,-0.147134199,-0.116914953,
-0.15759888,-90.158432008,89.83383179,-0.158377616,-0.160348431,-0.135738499,
-0.17072754,-90.170013425,89.82130737,-0.17041734,-0.173207124,-0.1546646,
-0.18457031,-90.181961058,89.80828857,-0.180654014,-0.185532501,-0.17228975,
-0.19813843,-90.196243283,89.79515991,-0.193391693,-0.198094897,-0.188501294,
-0.21126709,-90.211212158,89.7824707,-0.206013039,-0.209886969,-0.203511547,
-0.22357178,-90.223983767,89.76939697,-0.216249713,-0.222212346,-0.218321049,
-0.23521729,-90.235748292,89.75571899,-0.228987392,-0.234478468,-0.233038146,
-0.24620361,-90.247787475,89.74275513,-0.242597509,-0.246626081,-0.246819601,
-0.25686035,-90.259780883,89.73034058,-0.253415816,-0.258951458,-0.260408992,
-0.26773682,-90.270446775,89.71891479,-0.264815746,-0.270328725,-0.273083008,
-0.27949219,-90.281433108,89.70715942,-0.278949335,-0.281231953,-0.285017755,
-0.29229126,-90.293701175,89.69578857,-0.292094153,-0.292312934,-0.296197325,
-0.30536499,-90.306060792,89.68452759,-0.302912449,-0.303275417,-0.307098234,
-0.31772461,-90.317550658,89.67255249,-0.314835851,-0.314356399,-0.317620822,
-0.32980957,-90.328720092,89.66063232,-0.328096991,-0.326029962,-0.328128932,
-0.34172974,-90.341033933,89.6484375,-0.340078553,-0.337703514,-0.339012451,
-0.35354004,-90.354629517,89.63629761,-0.351187676,-0.349021526,-0.349998526,
-0.36551514,-90.368362425,89.6236084,-0.362994745,-0.360517313,-0.360604832,
-0.37749023,-90.380767825,89.61080933,-0.374685491,-0.372664926,-0.371382917,
-0.38891602,-90.3918457,89.59839478,-0.385910936,-0.385108812,-0.383373892,
-0.40094604,-90.403289792,89.58565063,-0.39795066,-0.397374934,-0.395838471,
-0.41314087,-90.415145875,89.5739502,-0.410630167,-0.409700311,-0.408113897,
-0.4250061,-90.425674442,89.56274414,-0.422262752,-0.421966433,-0.421235458,
-0.43621216,-90.435928342,89.5510437,-0.433953498,-0.434588095,-0.434348349,
-0.44747314,-90.447097775,89.53978271,-0.446284038,-0.446557932,-0.447852573,
-0.45944824,-90.459182742,89.52863159,-0.458091106,-0.458942575,-0.461252812,
-0.47142334,-90.470260617,89.5177002,-0.469840013,-0.471208697,-0.47428052,
-0.48339844,-90.481201175,89.50632935,-0.482228714,-0.483237789,-0.487501741,
-0.49509888,-90.493881225,89.49440918,-0.495489865,-0.495266881,-0.500816813,
-0.50646973,-90.506973267,89.48287354,-0.507936727,-0.507177463,-0.513196226,
-0.51756592,-90.518417358,89.47078857,-0.519918289,-0.519206565,-0.524634188,
-0.52860718,-90.529678342,89.45837402,-0.533063107,-0.531176402,-0.53626132,
-0.54102173,-90.542907717,89.44590454,-0.545335475,-0.543205494,-0.54760543,
-0.55360107,-90.556182858,89.43414917,-0.55696806,-0.554404997,-0.558125123,
-0.56557617,-90.567398075,89.42255859,-0.569647578,-0.566019294,-0.568728533,
-0.57810059,-90.578201292,89.41052856,-0.581047507,-0.577574336,-0.579333391,
-0.59073486,-90.590240475,89.39910278,-0.592505598,-0.589484918,-0.590117284,
-0.60325928,-90.602920533,89.38806152,-0.604719815,-0.60103996,-0.601097551,
-0.61528931,-90.61509705,89.37685547,-0.615479951,-0.612654257,-0.611982535,
-0.62803345,-90.6269989,89.36531982,-0.626589064,-0.624031535,-0.622028606,
-0.6413269,-90.639770508,89.35345459,-0.638628787,-0.636534677,-0.633361135,
